,S,E,E_delta,I,I_delta,R,E+I
2020-07-24,28927610.973242924,15828047.746711738,2844284.817952845,73474816.34860909,3931903.3316550693,81769524.93143614,89302864.09532082
2020-07-25,26337105.32662301,14739457.772100804,2590505.646619913,73244754.00098547,3679095.621230847,85678682.9002906,87984211.77308628
2020-07-26,23985967.812526174,13664533.183250118,2351137.514096838,72773898.38424471,3426062.1029475247,89575600.61997887,86438431.56749482
2020-07-27,21858483.569045145,12615812.438904818,2127484.24348103,72078237.07922307,3176204.9878263297,93447466.91282685,84694049.51812789
2020-07-28,19938234.111154232,11603623.162404941,1920249.457890914,71175821.52119398,2932438.7343907906,97282321.20524673,82779444.68359892
2020-07-29,18208606.35749497,10636087.004861966,1729627.7536592647,70086143.30448656,2697163.911202241,101069163.33315639,80722230.30934852
2020-07-30,16653205.495622573,9719219.539470347,1555400.8618723948,68829544.80062993,2472268.327264014,104798030.16427703,78548764.34010027
2020-07-31,15256173.977429027,8857100.806055931,1397031.5181935462,67426684.3535871,2259150.251607961,108460040.86292781,76283785.15964304
2020-08-01,14002424.102968808,8052092.625586078,1253749.8744602192,65898069.57040529,2058758.054930073,112047413.7010397,73950162.19599137
2020-08-02,12877794.824832162,7305081.181215214,1124629.2781366461,64263665.95561175,1871640.7225075106,115553458.03834075,71568747.13682696
2020-08-03,11869144.892686857,6615726.873252749,1008649.9321453053,62542582.75375497,1698004.2401077694,118972545.4803053,69158309.62700772
2020-08-04,10964394.648218505,5982707.447061622,904750.2444683517,60752833.58306645,1537769.67065948,122300064.3216533,66735541.03012807
2020-08-05,10152528.069802072,5403944.358205138,811866.5784164337,58911166.31740216,1390629.6672729172,125532361.25459051,64315110.6756073
2020-08-06,9423565.405165745,4876805.932940591,728962.6646363263,57032954.635815,1256101.0899008724,128666674.02607855,61909760.5687556
2020-08-07,8768515.20147417,4398283.908357721,655050.203691575,55132142.565065175,1133572.2282744457,131701058.32510282,59530426.4734229
2020-08-08,8179312.953033616,3965142.3196354927,589202.2484405531,53221233.00795357,1022343.8371627809,134634311.71937722,57186375.327589065
2020-08-09,7648752.075430128,3574039.4532842822,530560.8776034878,51311311.489575855,921663.7439546982,137465896.98170963,54885350.94286014
2020-08-10,7170411.562479445,3221624.7705781776,478340.51295068336,49412096.98717778,830755.1956567881,140195866.6797645,52633721.75775596
2020-08-11,6738583.526871198,2904613.4182622014,431828.03560824733,47532012.58468695,748839.3879242237,142824790.47017956,50436626.00294915
2020-08-12,6348202.8748280145,2619841.285861901,390380.65204318287,45678269.68751997,675152.7844434831,145353686.15179002,48298110.97338187
2020-08-13,5994780.608531939,2364303.637620397,353422.2662960755,43856960.5544258,608959.9145375798,147783955.19942176,46221264.192046195
2020-08-14,5674341.666081251,2135180.227238502,320438.94245068793,42073154.885926604,549562.352832583,150117323.22075355,44208335.1131651
2020-08-15,5383367.771447965,1929849.5649055736,290973.894633286,40330997.11157075,496304.5569662144,152355785.55207562,42260846.67647633
2020-08-16,5118745.449894355,1745894.7026208676,264622.3215536099,38633801.81736016,448577.1838383158,154501558.03012452,40379696.51998103
2020-08-17,4877719.142964497,1581102.575190935,241026.30692985785,36984145.440800786,405818.4343597904,156557032.84104368,38565248.01599172
2020-08-18,4657849.209879997,1433458.6080024047,219869.93308450023,35383952.93422526,367513.9002730307,158524739.24789223,36817411.54222766
2020-08-19,4456974.510750439,1301137.9963575844,200874.69912955788,33834578.563898064,333195.3107743781,160407308.92899382,35135716.56025565
2020-08-20,4273179.216656259,1182494.7849822086,183795.29409417993,32336880.383236274,302438.5054695557,162207445.61512518,33519375.168218482
2020-08-21,4104763.4706550688,1076049.634985649,168415.74600119042,30891288.205377314,274860.89599775,163927898.6889819,31967337.840362962
2020-08-22,3950217.5230440595,980476.9600315217,154545.94761100927,29497865.115864165,250118.62256513652,165571440.40106016,30478342.075895686
2020-08-23,3808198.976934203,894591.9422846729,142018.54610985678,28156362.722518265,227903.56385670562,167140846.35826278,29050954.66480294
2020-08-24,3677512.8012923086,817337.7989234416,130686.17564189412,26866270.447762173,207940.3190031254,168638878.952022,27683608.246685613
2020-08-25,3557093.7944224123,747773.5580039569,120419.00686989646,25626859.238599546,189983.24778938116,170068273.408974,26374632.796603505
2020-08-26,3445991.208805743,685062.5143626457,111102.58561666931,24437220.109650265,173813.62925798056,171431726.16718125,25122282.62401291
2020-08-27,3343355.276531366,628461.4682557426,102635.93227437681,23296297.952212237,159236.97838127997,172731885.30300057,23924759.42046798
2020-08-28,3248425.402064611,577310.7980481004,94929.87446675485,22202921.043157015,146080.54467439692,173971342.7567302,22780231.841205116
2020-08-29,3160519.8150946926,531025.3803422018,87905.58696991856,21155826.676313195,134191.00467581715,175152628.12824982,21686852.056655396
2020-08-30,3079026.500267324,489086.3437612724,81493.31482736843,20153683.319617268,123432.35140829782,176278203.83635405,20642769.66337854
2020-08-31,3003395.2425522055,451033.6238607861,75631.25771511855,19195109.67665098,113683.97761560485,177350461.45693594,19646143.300511766
2020-09-01,2933130.646776828,416459.27442140447,70264.59577537725,18278691.003479924,104838.94521475885,178371719.07532176,18695150.27790133
2020-09-02,2867786.007531686,385001.48310380825,65344.63924514177,17402993.002636895,96802.43056273801,179344219.50672755,17787994.485740703
2020-09-03,2806957.9213320627,356339.2358572951,60828.08619962339,16566573.58687868,89490.3334461365,180270129.25593188,16922912.822735976
2020-09-04,2750281.5467561944,330187.57356502354,56676.374575868474,15767992.776850305,82828.03686814003,181151538.10282838,16098180.350415329
2020-09-05,2697426.4304326554,306293.3853926695,52855.11632353916,15005820.969600802,76749.30449589326,181990459.21457377,15312114.354993472
2020-09-06,2648092.827388748,284431.68557654775,49333.603043907344,14278645.789379945,71195.30286002906,182788829.69765466,14563077.474956492
2020-09-07,2602008.453559893,264402.3234797963,46084.37382885471,13585077.708515797,66113.73592560619,183548511.5144444,13849480.031995593
2020-09-08,2558925.616351879,246027.08031527212,43082.837208013916,12923754.604519209,61458.0803725381,184271292.69881353,13169781.68483448
2020-09-09,2518618.676186117,229147.10972761127,40306.9401657625,12293345.39988973,57186.91075342334,184958888.81419644,12522492.509617342
2020-09-10,2480881.798072663,213620.68326253886,37736.87811345358,11692552.913354067,53263.304578525975,185612944.60531062,11906173.596616605
2020-09-11,2445526.9575634943,199321.2055024931,35354.840509168775,11120116.035360552,49654.31826921453,186235035.80157334,11319437.240863046
2020-09-12,2412382.170043306,186135.4672296301,33144.787520188314,10574811.326463576,46330.52579305133,186826671.03626338,10760946.793693207
2020-09-13,2381289.9163089544,173962.1083376512,31092.253734351387,10055454.124630023,43265.61262633028,187389293.85072327,10229416.232967675
2020-09-14,2352105.7408523043,162710.2653233497,29184.17545665005,9560899.236349398,40436.018470951545,187924284.75747484,9723609.501672748
2020-09-15,2324697.0022654347,152298.3810349306,27408.73858686941,9090041.276594963,37820.62287528854,188432963.34010455,9242339.657629894
2020-09-16,2298941.757793518,142653.1569365802,25755.24447191699,8641814.714033633,35400.468570267374,188916590.37123615,8784467.870970214
2020-09-17,2274727.7663227846,133708.63047517222,24213.991470733283,8215193.67029331,33158.51793214125,189376369.93290862,8348902.300768482
2020-09-18,2251951.5960553344,125405.36221842567,22776.170267450278,7809191.515451703,31079.438524196823,189813451.5262744,7934596.877670129
2020-09-19,2230517.824829333,117689.71929052228,21433.771226001285,7422860.296103941,29149.41415390468,190228932.1597761,7540550.015394463
2020-09-20,2210338.322527205,110513.24327905178,20179.502302128014,7055290.02729998,27355.97831359851,190623858.40689364,7165803.270579032
2020-09-21,2191331.6063057873,103832.09224467038,19006.716221417544,6705607.875229133,25687.867255798945,190999228.4262203,6809439.967473804
2020-09-22,2173422.2605070453,97606.54775032692,17909.34579874187,6372977.253688973,24134.890293085326,191355993.93805355,6470583.8014393
2020-09-23,2156540.4140882213,91800.57895793596,16881.846418824254,6056596.854038865,22687.81521121522,191695062.15291488,6148397.432996801
2020-09-24,2140621.269265529,86381.4568335401,15919.144822692713,5755699.625441866,21338.26694708857,192017297.64845896,5842081.082275406
2020-09-25,2125604.6758123743,81319.41237268894,15016.593453154534,5469551.719687149,20078.6379140057,192323524.19212767,5550871.132059838
2020-09-26,2111434.7461059517,76587.33352005982,14169.929706422667,5197451.412709533,18902.008559051774,192614526.50766435,5274038.746229593
2020-09-27,2098059.5065873377,72160.49612404403,13375.239518614218,4938728.013040077,17802.076914630008,192891051.98424843,5010888.509164121
2020-09-28,2085430.5818006184,68016.32484962893,12628.924786719175,4692740.765794196,16773.096061134278,193153812.32755545,4760757.090643825
2020-09-29,2073502.907615356,64134.18048171758,11927.674185262491,4458877.759398283,15809.818553173842,193403485.15250453,4523011.939880001
2020-09-30,2062234.4706218445,60495.17049519732,11268.43699351148,4236554.841043354,14907.446980031735,193640715.5178395,4297050.011538551
2020-10-01,2051586.071027051,57081.98015570901,10648.399594793524,4025214.5458095744,14061.589934281832,193866117.40300757,4082296.5259652836
2020-10-02,2041521.1066768332,53878.72175333324,10064.96435021761,3824325.0435065096,13268.222752593385,194080275.12806323,3878203.765259843
2020-10-03,2032005.3760921948,50870.79986659318,9515.730584638455,3633379.1065013823,12523.65247137851,194283744.71753973,3684249.9063679753
2020-10-04,2023006.8986384405,48044.79081179659,8998.477453754393,3451893.1011448107,11824.486508550983,194477055.20940486,3499937.8919566073
2020-10-05,2014495.7501500552,45388.334657634936,8511.148488385299,3279406.004835806,11167.604642546956,194660709.9103564,3324794.339493441
2020-10-06,2006443.9125143073,42890.03838134954,8051.8376357478555,3115478.4502826026,10550.13391203325,194835187.59882164,3158368.4886639523
2020-10-07,1998825.135875932,40539.3889143464,7618.776638375401,2959691.798102157,9969.426105378547,195000943.67710745,3000231.1870165034
2020-10-08,1991614.8122663305,38326.67497510474,7210.323609601444,2811647.2385492995,9423.037548843104,195158411.27420914,2849973.913524404
2020-10-09,1984789.8595857604,36242.91671837437,6824.9526805701535,2670964.9228682574,8908.71093730052,195308002.30082747,2707207.839586632
