,S,E,E_delta,I,I_delta,R,E+I
2020-05-10,1422586889.515852,3011158.080459352,1433769.7994578697,2131665.476047373,1179288.0243375197,11594060.9276416,5142823.556506725
2020-05-11,1421021669.7716804,3288224.1677089697,1565219.7441716916,2328894.2207583003,1288153.6569220738,12684985.839852747,5617118.38846727
2020-05-12,1419313512.2093263,3589701.020105861,1708157.5623540687,2543714.035149079,1406680.709957177,13876846.735419145,6133415.05525494
2020-05-13,1417450034.9908915,3917527.7104882896,1863477.2184346984,2777565.082153883,1535650.5280522702,15178646.216466611,6695092.792642172
2020-05-14,1415417914.444435,4273755.623108324,2032120.5464565232,3031980.0134814205,1675892.633836489,16600123.918975562,7305735.636589744
2020-05-15,1413202839.1856573,4660546.2858615145,2215075.2587776002,3308584.6826129947,1828284.5960244099,18151803.845868398,7969130.968474509
2020-05-16,1410789467.4608548,5080166.908605959,2413371.724802582,3609097.5655508116,1993751.1020581375,19845042.064988717,8689264.47415677
2020-05-17,1408161389.1903822,5534983.129648998,2628078.270472534,3935327.5693327826,2173262.0494294944,21692074.11063624,9470310.69898178
2020-05-18,1405301094.4713037,6027448.406052969,2860294.719078623,4289169.859080884,2367829.442674652,23706061.26356279,10316618.265133854
2020-05-19,1402189950.6069107,6560089.4158294555,3111143.8643930787,4672599.281888272,2578502.854616592,25901134.695371997,11232688.697717726
2020-05-20,1398808190.0671163,7135486.774104226,3381760.539794419,5087660.911325859,2806363.1815196485,28292436.24745406,12223147.685430085
2020-05-21,1395134912.1428807,7756250.304748424,3673277.9242356736,5536457.181499692,3052514.3935914757,30896154.3708717,13292707.486248117
2020-05-22,1391148101.4324157,8424988.058864243,3986810.7104650494,6021131.026892876,3318072.9563492294,33729553.48182774,14446119.08575712
2020-05-23,1386824666.6758935,9144268.238455359,4323434.756522262,6543844.397061737,3604154.5769311464,36810994.68859003,15688112.635517096
2020-05-24,1382140503.8231921,9916573.175864113,4684162.852701505,7106751.478087035,3911857.9152927506,40159945.52285748,17023324.65395115
2020-05-25,1377070587.554927,10744244.547216859,5069916.268264972,7711965.931219519,4242244.896912226,43796975.966637224,18456210.478436377
2020-05-26,1371589095.7535079,11629419.07317416,5481491.801419347,8361521.460513454,4596317.275462044,47743737.71280533,19990940.533687614
2020-05-27,1365669571.6041594,12573954.096510675,5919524.14934857,9057325.054011147,4974989.126012055,52022923.245319694,21631279.150521822
2020-05-28,1359285128.0543764,13579342.638686813,6384443.549782924,9801102.317317992,5379055.007606787,56658200.989619635,23380444.956004806
2020-05-29,1352408699.2253656,14646617.842673052,6876428.829010739,10594334.445636237,5809153.625024501,61674122.48632589,25240952.28830929
2020-05-30,1345013342.995335,15776247.122658793,7395356.23003056,11438186.57296174,6265726.950044819,67095997.3090452,27214433.695620533
2020-05-31,1337072598.3016796,16968016.876925245,7940744.693655589,12333427.5080358,6748974.9393891385,72949731.31336029,29301444.384961046
2020-06-01,1328560899.6748333,18220909.288126916,8511698.626846245,13280341.228045903,7258806.215644572,79261623.80899476,31501250.51617282
